Order_ID,Customer_ID,Product_ID,Quantity,Order_Date,Order_Time,Delivery_Date,Delivery_Time,Location,Occasion
586,C068,64,5,27-08-2023,21:04:38,04-09-2023,16:30:39,Bilaspur,Raksha Bandhan
587,C018,43,1,02-11-2023,00:51:24,03-11-2023,10:41:06,Panchkula,Diwali
588,C056,49,5,04-02-2023,06:37:00,05-02-2023,21:21:57,Kishanganj,Valentine's Day
589,C093,40,3,09-12-2023,21:23:17,19-12-2023,01:21:34,Lucknow,Anniversary
590,C006,23,2,19-01-2023,21:36:21,23-01-2023,05:53:50,Durg,Anniversary
591,C002,31,3,06-07-2023,12:56:00,14-07-2023,00:00:51,Surat,All Occasions
592,C007,47,5,07-03-2023,03:27:03,11-03-2023,21:41:23,Phusro,Holi
593,C016,58,3,05-02-2023,17:30:40,12-02-2023,09:34:03,Bhilai,Valentine's Day
594,C060,20,2,26-05-2023,21:26:03,01-06-2023,04:59:28,Varanasi,Anniversary
595,C022,51,4,08-11-2023,13:49:19,15-11-2023,04:06:31,Dhanbad,All Occasions
596,C046,50,1,05-03-2023,14:57:41,14-03-2023,17:58:44,Tiruppur,Holi
597,C074,16,1,01-03-2023,01:05:53,06-03-2023,02:49:44,Pimpri-Chinchwad,Holi
598,C054,37,3,11-11-2023,02:51:23,18-11-2023,21:53:27,Ratlam,Diwali
599,C004,34,1,21-08-2023,19:32:24,24-08-2023,12:13:52,Naihati,Raksha Bandhan
600,C095,47,4,07-03-2023,21:24:39,09-03-2023,15:17:19,Shimla,Holi
601,C030,1,4,14-03-2023,02:37:47,18-03-2023,03:37:12,Raurkela Industrial Township,All Occasions
602,C042,43,5,02-11-2023,10:17:25,11-11-2023,06:02:00,Buxar,Diwali
603,C079,8,3,29-05-2023,05:23:57,07-06-2023,15:14:45,Tiruvottiyur,Anniversary
604,C069,39,3,31-01-2023,19:54:56,03-02-2023,21:24:38,Tadipatri,All Occasions
605,C068,45,2,21-12-2023,22:21:06,25-12-2023,20:49:33,Kakinada,Birthday
606,C047,3,5,08-02-2023,02:13:13,17-02-2023,07:31:32,Sambalpur,Valentine's Day
607,C028,50,3,03-03-2023,01:50:25,05-03-2023,09:52:56,Bidhannagar,Holi
608,C030,55,5,28-08-2023,20:30:15,01-09-2023,07:14:20,Etawah,Raksha Bandhan
609,C024,25,5,27-10-2023,11:08:56,28-10-2023,23:46:55,Hazaribagh,Anniversary
610,C068,5,3,03-01-2023,17:25:41,05-01-2023,00:11:36,Sirsa,All Occasions
611,C056,28,2,22-08-2023,21:17:50,28-08-2023,03:27:30,Latur,Raksha Bandhan
612,C075,26,1,02-03-2023,10:22:25,08-03-2023,12:39:50,Shivpuri,Holi
613,C063,4,5,10-11-2023,17:54:34,14-11-2023,19:18:27,Gwalior,Diwali
614,C089,26,1,03-03-2023,15:36:13,07-03-2023,18:51:41,Aizawl,Holi
615,C020,28,3,25-08-2023,21:11:09,01-09-2023,06:10:16,Allahabad,Raksha Bandhan
616,C006,44,5,08-11-2023,23:57:57,12-11-2023,19:20:59,Phagwara,Diwali
617,C083,22,1,19-02-2023,02:53:42,28-02-2023,17:01:34,Uluberia,All Occasions
618,C073,60,4,05-11-2023,16:09:13,15-11-2023,17:21:36,Lucknow,Diwali
619,C091,35,1,06-03-2023,07:18:46,16-03-2023,03:17:33,Patiala,Holi
620,C074,67,3,11-07-2023,22:23:01,18-07-2023,01:24:50,Chapra,Anniversary
621,C070,64,3,20-08-2023,07:17:03,28-08-2023,01:32:49,Ahmedabad,Raksha Bandhan
622,C084,4,4,08-11-2023,14:13:32,09-11-2023,15:59:02,Bhiwandi,Diwali
623,C045,37,2,08-11-2023,13:37:50,18-11-2023,14:25:39,Lucknow,Diwali
624,C024,53,5,29-08-2023,09:19:59,01-09-2023,08:29:54,Ambala,Raksha Bandhan
625,C089,63,5,23-02-2023,21:15:42,04-03-2023,02:46:06,Belgaum,All Occasions
626,C024,40,5,23-09-2023,15:12:58,27-09-2023,08:14:22,Bellary,Anniversary
627,C024,51,4,05-02-2023,04:30:25,08-02-2023,23:38:12,Sirsa,All Occasions
628,C061,11,5,10-02-2023,21:50:27,13-02-2023,21:07:46,Ongole,Valentine's Day
629,C032,28,5,27-08-2023,09:09:01,04-09-2023,15:31:23,Sangli-Miraj & Kupwad,Raksha Bandhan
630,C071,67,3,21-02-2023,21:37:47,01-03-2023,18:53:08,Karimnagar,Anniversary
631,C044,32,4,13-04-2023,21:41:50,17-04-2023,03:45:03,Gopalpur,Birthday
632,C075,51,1,11-07-2023,22:35:01,12-07-2023,11:32:50,Adoni,All Occasions
633,C031,52,5,10-02-2023,14:44:42,15-02-2023,05:12:46,Surat,Valentine's Day
634,C038,57,3,07-05-2023,06:36:16,11-05-2023,13:43:49,Fatehpur,Birthday
635,C095,67,1,12-11-2023,18:37:11,22-11-2023,07:23:32,Navi Mumbai,Anniversary
636,C067,53,2,25-08-2023,07:18:26,02-09-2023,03:33:45,Panipat,Raksha Bandhan
637,C056,51,3,12-03-2023,19:29:26,20-03-2023,22:34:14,Darbhanga,All Occasions
638,C060,39,1,23-04-2023,02:13:33,27-04-2023,02:51:20,Mira-Bhayandar,All Occasions
639,C098,24,1,26-05-2023,02:36:31,31-05-2023,03:18:25,Amaravati,Birthday
640,C089,59,3,23-08-2023,06:16:51,31-08-2023,19:07:21,Bathinda,Raksha Bandhan
641,C063,15,4,18-05-2023,23:59:56,26-05-2023,19:14:55,South Dumdum,Anniversary
642,C021,44,5,02-11-2023,05:26:04,07-11-2023,00:29:51,Kozhikode,Diwali
643,C063,35,2,26-02-2023,13:10:24,06-03-2023,20:24:10,Malda,Holi
644,C050,67,1,01-09-2023,14:54:36,11-09-2023,11:21:18,Parbhani,Anniversary
645,C033,50,3,27-02-2023,01:46:39,28-02-2023,02:07:11,Danapur,Holi
646,C015,38,5,13-05-2023,16:30:10,23-05-2023,09:16:58,Morbi,Birthday
647,C069,21,5,25-08-2023,17:00:25,26-08-2023,01:29:04,Anantapuram,Raksha Bandhan
648,C040,41,3,05-11-2023,19:06:16,09-11-2023,08:25:00,Chittoor,Diwali
649,C053,43,3,02-11-2023,03:05:41,11-11-2023,08:55:15,Naihati,Diwali
650,C077,32,3,23-02-2023,01:54:43,02-03-2023,03:09:36,Guwahati,Birthday
651,C017,11,4,13-02-2023,02:16:28,19-02-2023,11:55:54,Panihati,Valentine's Day
652,C032,21,2,28-08-2023,19:41:09,03-09-2023,00:01:31,Phagwara,Raksha Bandhan
653,C076,17,4,29-11-2023,13:38:07,01-12-2023,05:52:11,Bhilwara,Anniversary
654,C019,64,2,29-08-2023,04:53:15,02-09-2023,00:41:13,Jhansi,Raksha Bandhan
655,C015,17,1,08-11-2023,21:19:04,17-11-2023,18:57:37,Jalna,Anniversary
656,C032,68,2,05-02-2023,18:34:41,06-02-2023,04:46:00,Dehri,Valentine's Day
657,C055,13,3,03-03-2023,09:37:53,08-03-2023,14:48:35,Kochi,Holi
658,C061,21,3,22-08-2023,20:54:56,31-08-2023,08:54:06,Srikakulam,Raksha Bandhan
659,C048,19,5,05-02-2023,17:44:56,12-02-2023,22:37:43,Silchar,Valentine's Day
660,C053,58,3,11-02-2023,06:08:46,21-02-2023,20:48:35,Amravati,Valentine's Day
661,C018,22,2,14-01-2023,23:51:27,19-01-2023,09:50:46,Guwahati,All Occasions
662,C068,20,3,09-02-2023,18:29:52,18-02-2023,08:27:53,Hazaribagh,Anniversary
663,C094,15,2,11-10-2023,14:47:08,12-10-2023,22:32:05,Hosur,Anniversary
664,C023,24,2,18-01-2023,11:54:34,28-01-2023,20:22:08,Hajipur,Birthday
665,C060,62,5,05-03-2023,14:23:22,15-03-2023,15:54:03,Akola,Holi
666,C032,26,5,02-03-2023,09:41:06,08-03-2023,19:28:15,Jammu,Holi
667,C052,44,3,04-11-2023,08:26:58,07-11-2023,10:30:59,Alwar,Diwali
668,C009,55,2,21-08-2023,10:09:53,30-08-2023,16:32:49,Ajmer,Raksha Bandhan
669,C035,68,5,10-02-2023,07:11:50,17-02-2023,09:56:42,Ludhiana,Valentine's Day
670,C057,23,5,01-06-2023,05:47:59,10-06-2023,05:09:00,Bhopal,Anniversary
671,C059,31,4,03-12-2023,06:54:18,07-12-2023,23:16:19,Karnal,All Occasions
672,C049,44,5,07-11-2023,14:06:15,09-11-2023,06:46:37,Saharanpur,Diwali
673,C008,33,3,04-02-2023,05:54:49,07-02-2023,04:25:38,Gaya,Valentine's Day
674,C065,68,2,07-02-2023,09:41:25,16-02-2023,23:40:25,Chennai,Valentine's Day
675,C052,13,4,28-02-2023,08:04:46,09-03-2023,23:52:12,Pali,Holi
676,C038,46,4,18-02-2023,12:42:24,20-02-2023,20:52:32,Kanpur,Anniversary
677,C045,37,5,04-11-2023,07:54:01,14-11-2023,05:32:35,Panihati,Diwali
678,C020,31,5,10-09-2023,14:23:59,20-09-2023,10:13:07,Jalna,All Occasions
679,C019,56,2,05-10-2023,17:29:19,14-10-2023,12:58:06,Durg,Anniversary
680,C018,56,1,02-12-2023,22:20:31,08-12-2023,02:33:10,Avadi,Anniversary
681,C098,23,5,29-01-2023,10:08:06,05-02-2023,12:01:28,Nashik,Anniversary
682,C054,50,5,26-02-2023,07:31:16,05-03-2023,11:32:33,Hyderabad,Holi
683,C024,27,3,23-08-2023,21:26:58,30-08-2023,19:25:08,Surendranagar Dudhrej,Raksha Bandhan
684,C029,70,3,17-09-2023,01:33:50,25-09-2023,02:44:39,Tumkur,Birthday
685,C054,22,1,01-09-2023,21:04:40,11-09-2023,08:30:45,Sikar,All Occasions
686,C026,50,1,01-03-2023,16:29:38,11-03-2023,21:37:59,Bardhaman,Holi
687,C098,8,5,15-03-2023,17:57:15,19-03-2023,04:50:54,Raichur,Anniversary
688,C015,54,2,28-01-2023,19:02:07,30-01-2023,13:51:22,Lucknow,Anniversary
689,C046,66,4,02-03-2023,05:52:42,07-03-2023,11:00:27,Silchar,Holi
690,C083,48,2,02-11-2023,21:13:25,05-11-2023,21:32:48,Jaunpur,Diwali
691,C002,48,5,06-11-2023,05:22:43,10-11-2023,11:08:26,Naihati,Diwali
692,C035,15,2,11-08-2023,07:04:55,18-08-2023,06:44:37,Tiruppur,Anniversary
693,C041,4,5,04-11-2023,23:48:55,07-11-2023,05:31:27,Ghaziabad,Diwali
694,C018,23,2,15-04-2023,19:26:27,21-04-2023,16:58:51,Kozhikode,Anniversary
695,C046,23,4,05-03-2023,16:36:52,14-03-2023,17:01:44,Imphal,Anniversary
696,C046,13,3,07-03-2023,02:42:21,14-03-2023,15:08:45,Rajpur Sonarpur,Holi
697,C026,66,1,03-03-2023,14:20:25,07-03-2023,15:14:20,Ichalkaranji,Holi
698,C060,64,3,29-08-2023,20:44:11,06-09-2023,15:00:13,Ozhukarai,Raksha Bandhan
699,C011,1,4,02-06-2023,12:14:44,09-06-2023,23:09:03,Chittoor,All Occasions
700,C006,6,1,04-03-2023,18:17:57,09-03-2023,13:43:07,Gwalior,Holi
701,C080,41,5,07-11-2023,10:57:34,11-11-2023,04:56:26,Tezpur,Diwali
702,C067,60,1,10-11-2023,08:44:24,18-11-2023,06:26:10,Giridih,Diwali
703,C070,53,4,23-08-2023,16:19:39,01-09-2023,06:12:05,Khammam,Raksha Bandhan
704,C061,55,4,29-08-2023,02:27:10,30-08-2023,13:36:34,Jalgaon,Raksha Bandhan
705,C004,7,1,05-03-2023,18:18:01,14-03-2023,17:57:09,Pimpri-Chinchwad,Holi
706,C091,67,2,26-04-2023,05:35:11,04-05-2023,13:13:10,Madurai,Anniversary
707,C036,70,4,03-02-2023,06:17:26,12-02-2023,01:04:19,Tirunelveli,Birthday
708,C002,62,3,03-03-2023,10:59:15,12-03-2023,05:05:35,Ozhukarai,Holi
709,C016,53,5,29-08-2023,04:38:05,07-09-2023,17:29:15,Kolkata,Raksha Bandhan
710,C087,54,5,22-05-2023,01:33:03,29-05-2023,01:43:52,Jalna,Anniversary
711,C093,68,3,04-02-2023,17:15:28,06-02-2023,14:50:53,Tiruppur,Valentine's Day
712,C057,65,5,11-07-2023,13:00:12,13-07-2023,06:34:57,Hazaribagh,All Occasions
713,C081,37,3,08-11-2023,23:24:22,15-11-2023,22:51:21,Tiruppur,Diwali
714,C053,63,2,01-06-2023,19:28:09,03-06-2023,07:54:01,Dhule,All Occasions
715,C069,38,4,14-04-2023,05:16:43,21-04-2023,16:39:31,Tenali,Birthday
716,C076,40,3,19-08-2023,23:18:12,26-08-2023,01:39:58,Berhampore,Anniversary
717,C059,67,5,25-06-2023,06:18:32,26-06-2023,23:20:48,Yamunanagar,Anniversary
718,C028,49,1,09-02-2023,05:13:35,13-02-2023,06:22:05,Jabalpur,Valentine's Day
719,C092,57,3,12-07-2023,07:44:51,19-07-2023,01:51:24,Phagwara,Birthday
720,C045,22,5,15-12-2023,14:42:41,20-12-2023,06:07:08,Vellore,All Occasions
721,C022,3,5,07-02-2023,03:28:21,17-02-2023,18:28:02,Vasai-Virar,Valentine's Day
722,C044,13,5,02-03-2023,17:30:25,08-03-2023,08:06:58,Mathura,Holi
723,C045,14,3,04-02-2023,18:00:57,05-02-2023,00:57:28,Mau,Birthday
724,C059,51,1,08-04-2023,23:02:18,16-04-2023,08:00:19,Pallavaram,All Occasions
725,C035,35,3,06-03-2023,23:23:18,11-03-2023,20:03:47,Kishanganj,Holi
726,C044,34,2,21-08-2023,19:10:31,31-08-2023,18:54:28,Hindupur,Raksha Bandhan
727,C061,12,5,18-11-2023,01:37:03,22-11-2023,16:22:32,Anand,Anniversary
728,C073,52,2,08-02-2023,13:45:46,11-02-2023,16:07:16,Panchkula,Valentine's Day
729,C030,17,1,23-02-2023,18:19:53,25-02-2023,11:51:19,Kollam,Anniversary
730,C097,59,1,22-08-2023,02:04:03,25-08-2023,22:39:30,Sangli-Miraj & Kupwad,Raksha Bandhan
731,C083,59,5,25-08-2023,12:01:20,02-09-2023,11:02:31,Bulandshahr,Raksha Bandhan
732,C087,1,2,16-10-2023,16:47:12,21-10-2023,18:56:15,Bongaigaon,All Occasions
733,C060,32,3,01-04-2023,00:51:37,03-04-2023,02:26:43,Ludhiana,Birthday
734,C008,49,3,11-02-2023,11:44:37,14-02-2023,09:06:06,Morena,Valentine's Day
735,C037,56,1,02-02-2023,07:22:26,04-02-2023,05:57:58,Nandyal,Anniversary
736,C008,70,5,02-05-2023,03:47:04,11-05-2023,04:38:44,Ghaziabad,Birthday
737,C068,46,5,14-09-2023,07:35:50,17-09-2023,13:37:05,Bhilwara,Anniversary
738,C098,16,5,03-03-2023,16:23:38,09-03-2023,01:36:32,Maheshtala,Holi
739,C094,24,5,30-01-2023,09:43:50,03-02-2023,10:33:33,Berhampur,Birthday
740,C004,56,4,07-11-2023,16:11:58,12-11-2023,10:07:51,Silchar,Anniversary
741,C072,53,5,23-08-2023,12:47:09,01-09-2023,21:37:19,Siwan,Raksha Bandhan
742,C089,53,5,24-08-2023,19:50:07,26-08-2023,15:58:06,Panchkula,Raksha Bandhan
743,C045,4,2,09-11-2023,13:28:07,13-11-2023,01:16:24,Tiruppur,Diwali
744,C023,45,4,13-10-2023,17:53:21,14-10-2023,08:02:05,Junagadh,Birthday
745,C052,44,1,07-11-2023,09:12:26,09-11-2023,00:30:04,Kolkata,Diwali
746,C051,35,2,02-03-2023,05:23:29,06-03-2023,06:24:41,Parbhani,Holi
747,C009,6,4,06-03-2023,03:43:24,11-03-2023,16:38:35,Dhanbad,Holi
748,C079,26,1,06-03-2023,11:13:52,07-03-2023,20:26:40,Tenali,Holi
749,C099,12,2,19-06-2023,13:13:17,24-06-2023,03:37:13,Nanded,Anniversary
750,C022,19,3,08-02-2023,09:22:41,14-02-2023,22:24:42,Chapra,Valentine's Day
751,C084,23,5,10-04-2023,07:12:34,15-04-2023,01:52:34,Gandhidham,Anniversary
752,C034,3,5,10-02-2023,11:38:01,12-02-2023,10:35:58,Bally,Valentine's Day
753,C045,60,1,06-11-2023,06:55:38,12-11-2023,04:49:01,Tinsukia,Diwali
754,C083,51,2,01-11-2023,20:40:33,08-11-2023,22:13:13,Pimpri-Chinchwad,All Occasions
755,C037,6,5,27-02-2023,16:33:26,06-03-2023,02:16:52,Aurangabad,Holi
756,C034,51,4,29-07-2023,18:25:27,03-08-2023,09:56:02,Buxar,All Occasions
757,C001,2,3,12-02-2023,10:23:53,20-02-2023,04:40:28,Shivpuri,Valentine's Day
758,C043,40,5,16-10-2023,09:12:26,20-10-2023,03:46:58,Ajmer,Anniversary
759,C084,48,5,02-11-2023,06:12:14,11-11-2023,06:06:56,Bathinda,Diwali
760,C043,18,1,19-09-2023,02:28:05,21-09-2023,13:29:38,Ghaziabad,Birthday
761,C008,24,5,18-04-2023,03:25:13,25-04-2023,11:53:46,Ambala,Birthday
762,C064,50,1,26-02-2023,10:11:19,01-03-2023,03:56:20,Bangalore,Holi
763,C070,29,4,02-03-2023,15:22:09,04-03-2023,04:30:07,Nellore,Holi
764,C039,65,3,01-08-2023,19:59:36,05-08-2023,09:24:36,Berhampur,All Occasions
765,C055,41,2,03-11-2023,02:37:40,06-11-2023,03:52:27,Ambala,Diwali
766,C077,1,4,02-07-2023,16:28:53,07-07-2023,00:19:44,Hospet,All Occasions
767,C077,13,2,03-03-2023,02:21:13,04-03-2023,00:14:53,Rohtak,Holi
768,C087,1,1,11-11-2023,18:37:41,16-11-2023,12:19:42,Howrah,All Occasions
769,C029,28,2,25-08-2023,09:37:39,02-09-2023,20:10:20,Ongole,Raksha Bandhan
770,C080,25,3,29-05-2023,00:20:57,07-06-2023,09:39:12,Pallavaram,Anniversary
771,C056,9,2,26-08-2023,17:00:07,01-09-2023,10:54:16,Vijayanagaram,Raksha Bandhan
772,C085,35,5,01-03-2023,05:03:06,04-03-2023,08:20:05,Machilipatnam,Holi
773,C031,39,4,07-01-2023,02:11:24,13-01-2023,23:47:54,Karaikudi,All Occasions
774,C051,65,5,17-06-2023,21:28:21,27-06-2023,03:01:20,Begusarai,All Occasions
775,C077,45,1,19-02-2023,03:48:10,24-02-2023,23:31:47,Anand,Birthday
776,C051,43,1,09-11-2023,07:28:54,12-11-2023,21:39:04,Alwar,Diwali
777,C016,70,3,24-02-2023,15:33:57,27-02-2023,11:29:39,Bhusawal,Birthday
778,C033,61,4,10-05-2023,03:58:40,13-05-2023,11:57:17,Raebareli,Anniversary
779,C052,3,1,06-02-2023,06:26:37,08-02-2023,02:51:51,Durgapur,Valentine's Day
780,C070,33,2,10-02-2023,11:30:51,13-02-2023,04:28:25,Bikaner,Valentine's Day
781,C084,40,2,27-09-2023,15:26:58,05-10-2023,19:39:28,Muzaffarnagar,Anniversary
782,C087,22,4,18-04-2023,05:41:20,26-04-2023,19:25:29,Shimoga,All Occasions
783,C024,55,5,28-08-2023,04:31:27,29-08-2023,05:10:51,Visakhapatnam,Raksha Bandhan
784,C042,56,2,02-06-2023,08:25:52,07-06-2023,06:16:19,Bhalswa Jahangir Pur,Anniversary
785,C052,47,5,26-02-2023,17:41:34,01-03-2023,13:09:23,Jodhpur,Holi
786,C003,47,1,05-03-2023,22:47:05,07-03-2023,07:16:53,Kirari Suleman Nagar,Holi
787,C069,9,1,25-08-2023,21:42:12,27-08-2023,14:10:59,Ambarnath,Raksha Bandhan
788,C099,53,3,24-08-2023,04:58:58,27-08-2023,08:56:52,Durgapur,Raksha Bandhan
789,C048,58,4,08-02-2023,18:19:36,15-02-2023,08:00:31,Bally,Valentine's Day
790,C046,26,2,28-02-2023,06:03:29,08-03-2023,04:20:38,Chennai,Holi
791,C093,51,2,06-05-2023,02:29:51,09-05-2023,06:53:48,Bhubaneswar,All Occasions
792,C015,43,2,09-11-2023,07:00:56,10-11-2023,05:14:12,Munger,Diwali
793,C095,58,5,05-02-2023,17:37:16,15-02-2023,01:28:17,Mirzapur,Valentine's Day
794,C079,13,4,04-03-2023,17:11:58,09-03-2023,14:51:06,Shimoga,Holi
795,C070,7,1,03-03-2023,17:58:36,07-03-2023,22:17:46,Ujjain,Holi
796,C002,61,4,05-05-2023,07:53:26,14-05-2023,08:08:25,Rajkot,Anniversary
797,C047,13,2,03-03-2023,20:57:50,10-03-2023,04:29:03,Tiruvottiyur,Holi
798,C043,30,5,17-12-2023,17:35:18,26-12-2023,01:52:09,Sultan Pur Majra,Anniversary
799,C084,32,5,22-10-2023,01:50:09,01-11-2023,20:22:26,Patna,Birthday
800,C014,24,5,17-06-2023,21:50:22,21-06-2023,07:12:59,Machilipatnam,Birthday
801,C058,35,1,07-03-2023,19:15:48,15-03-2023,06:35:12,Dindigul,Holi
802,C097,45,3,23-03-2023,12:37:23,26-03-2023,06:19:00,Dibrugarh,Birthday
803,C040,26,1,03-03-2023,12:03:48,10-03-2023,02:50:05,Sambalpur,Holi
804,C009,3,3,05-02-2023,05:37:18,07-02-2023,01:58:08,Deoghar,Valentine's Day
805,C028,24,3,11-06-2023,14:39:08,14-06-2023,18:07:19,Bareilly,Birthday
806,C088,29,2,28-02-2023,13:01:22,08-03-2023,06:38:58,Jhansi,Holi
807,C006,40,4,29-11-2023,16:20:19,09-12-2023,03:09:57,Bhopal,Anniversary
808,C002,9,2,29-08-2023,15:36:39,30-08-2023,10:11:21,Raurkela Industrial Township,Raksha Bandhan
809,C062,35,1,07-03-2023,19:50:47,17-03-2023,01:51:34,Ludhiana,Holi
810,C059,24,3,15-12-2023,05:57:14,17-12-2023,12:05:52,New Delhi,Birthday
811,C020,14,5,18-10-2023,12:04:11,25-10-2023,21:55:52,Bellary,Birthday
812,C058,40,2,12-12-2023,17:19:49,14-12-2023,01:28:32,Ongole,Anniversary
813,C094,32,4,19-01-2023,08:53:43,23-01-2023,22:01:01,Bhind,Birthday
814,C094,47,5,05-03-2023,01:59:20,14-03-2023,04:41:16,Kumbakonam,Holi
815,C098,61,3,29-09-2023,07:08:13,08-10-2023,14:46:18,Bhatpara,Anniversary
816,C042,35,3,28-02-2023,19:44:25,10-03-2023,13:41:37,Ujjain,Holi
817,C066,21,2,28-08-2023,05:37:00,01-09-2023,22:05:03,Jalandhar,Raksha Bandhan
818,C004,8,4,02-03-2023,07:51:06,09-03-2023,09:07:41,Thrissur,Anniversary
819,C052,55,5,22-08-2023,13:05:23,24-08-2023,01:32:28,Kottayam,Raksha Bandhan
820,C033,64,3,22-08-2023,05:51:43,26-08-2023,04:52:23,Hapur,Raksha Bandhan
821,C050,32,4,27-02-2023,20:15:31,07-03-2023,22:46:00,Bareilly,Birthday
822,C075,41,5,09-11-2023,03:23:06,12-11-2023,04:15:17,Indore,Diwali
823,C087,64,3,27-08-2023,15:23:25,01-09-2023,14:52:40,Alappuzha,Raksha Bandhan
824,C097,46,4,06-05-2023,07:56:11,07-05-2023,15:23:52,Muzaffarpur,Anniversary
825,C044,25,5,30-06-2023,10:50:24,01-07-2023,18:08:04,Nellore,Anniversary
826,C077,16,5,02-03-2023,20:02:07,08-03-2023,06:16:18,Udaipur,Holi
827,C086,9,1,29-08-2023,22:10:46,30-08-2023,00:51:55,Surendranagar Dudhrej,Raksha Bandhan
828,C044,8,3,24-10-2023,16:47:01,01-11-2023,22:18:58,Gwalior,Anniversary
829,C020,42,4,19-12-2023,18:35:41,26-12-2023,10:18:04,Visakhapatnam,All Occasions
830,C007,46,2,12-01-2023,19:18:53,15-01-2023,05:04:21,Indore,Anniversary
831,C079,56,5,24-05-2023,18:41:33,03-06-2023,19:06:17,Rajahmundry,Anniversary
832,C026,65,4,01-02-2023,18:56:24,10-02-2023,02:19:29,Etawah,All Occasions
833,C002,26,3,05-03-2023,00:40:48,13-03-2023,01:40:17,Shahjahanpur,Holi
834,C029,60,5,03-11-2023,18:35:20,12-11-2023,14:01:49,Thrissur,Diwali
835,C089,32,2,05-07-2023,17:35:53,06-07-2023,23:34:11,Cuttack,Birthday
836,C020,44,5,08-11-2023,02:36:05,11-11-2023,03:11:27,Tumkur,Diwali
837,C036,14,5,19-12-2023,12:57:12,21-12-2023,00:00:36,Raebareli,Birthday
838,C003,19,3,09-02-2023,10:18:01,17-02-2023,06:09:40,Sirsa,Valentine's Day
839,C072,51,4,02-11-2023,03:51:23,12-11-2023,01:49:51,Udupi,All Occasions
840,C031,67,2,13-01-2023,19:19:35,16-01-2023,11:50:30,Tirunelveli,Anniversary
841,C041,26,5,07-03-2023,06:16:00,12-03-2023,23:16:39,Bhalswa Jahangir Pur,Holi
842,C085,46,2,29-12-2023,17:11:33,01-01-2024,02:27:46,Kulti,Anniversary
843,C007,68,1,11-02-2023,21:46:03,12-02-2023,19:27:09,Bikaner,Valentine's Day
844,C067,51,1,09-10-2023,19:12:55,10-10-2023,09:48:27,Satara,All Occasions
845,C032,57,5,17-10-2023,18:51:16,25-10-2023,02:55:03,Hospet,Birthday
846,C069,15,4,28-11-2023,02:47:39,02-12-2023,06:56:03,Bhalswa Jahangir Pur,Anniversary
847,C009,44,4,07-11-2023,18:10:17,12-11-2023,10:21:36,Bareilly,Diwali
848,C005,6,1,06-03-2023,16:52:57,10-03-2023,22:26:48,Shimla,Holi
849,C013,57,1,12-03-2023,01:16:48,14-03-2023,00:50:03,Panipat,Birthday
850,C092,21,4,23-08-2023,23:15:17,25-08-2023,10:31:01,Darbhanga,Raksha Bandhan
851,C030,13,3,06-03-2023,11:31:57,10-03-2023,18:17:54,Singrauli,Holi
852,C035,44,2,11-11-2023,09:41:46,14-11-2023,14:15:30,Ozhukarai,Diwali
853,C050,51,3,17-09-2023,21:14:53,23-09-2023,14:27:28,Jorhat,All Occasions
854,C016,62,3,27-02-2023,02:00:33,02-03-2023,02:51:29,Bhind,Holi
855,C033,57,5,07-08-2023,23:50:11,17-08-2023,20:15:43,Allahabad,Birthday
856,C077,21,2,27-08-2023,17:40:11,02-09-2023,16:16:50,Kanpur,Raksha Bandhan
857,C053,63,1,09-02-2023,09:22:18,18-02-2023,14:00:44,Bareilly,All Occasions
858,C046,44,4,08-11-2023,01:51:48,09-11-2023,16:01:24,Saharanpur,Diwali
859,C047,43,1,10-11-2023,07:06:21,15-11-2023,01:46:27,Varanasi,Diwali
860,C064,14,1,10-01-2023,19:29:59,13-01-2023,13:30:30,Adoni,Birthday
861,C030,32,1,09-02-2023,08:19:31,14-02-2023,02:37:34,Bidar,Birthday
862,C049,6,4,07-03-2023,05:51:14,15-03-2023,08:23:47,Shimoga,Holi
863,C099,20,3,05-06-2023,09:28:04,15-06-2023,03:13:05,Jehanabad,Anniversary
864,C033,11,1,11-02-2023,19:34:22,15-02-2023,08:05:38,Lucknow,Valentine's Day
865,C032,19,1,12-02-2023,18:09:14,13-02-2023,06:38:00,Kumbakonam,Valentine's Day
866,C021,15,5,10-08-2023,20:06:37,11-08-2023,08:02:41,Medininagar,Anniversary
867,C014,48,1,02-11-2023,12:22:06,04-11-2023,05:08:47,Hajipur,Diwali
868,C099,32,1,22-08-2023,01:01:17,30-08-2023,10:09:12,Anand,Birthday
869,C032,3,5,06-02-2023,10:03:19,11-02-2023,23:16:28,Hazaribagh,Valentine's Day
870,C018,43,5,05-11-2023,15:13:46,07-11-2023,06:49:39,Pallavaram,Diwali
871,C062,15,1,11-06-2023,06:05:30,15-06-2023,20:56:56,Secunderabad,Anniversary
872,C094,13,2,05-03-2023,20:27:57,10-03-2023,01:32:23,Bokaro,Holi
873,C027,64,4,26-08-2023,10:57:00,05-09-2023,15:45:27,Nandyal,Raksha Bandhan
874,C010,68,1,11-02-2023,12:42:30,21-02-2023,17:35:44,Ramagundam,Valentine's Day
875,C011,13,1,05-03-2023,21:22:31,14-03-2023,19:57:46,Purnia,Holi
876,C016,4,4,06-11-2023,09:38:36,14-11-2023,20:47:44,Jaunpur,Diwali
877,C041,46,5,09-03-2023,23:16:16,18-03-2023,12:27:24,Hazaribagh,Anniversary
